,time,updated_Mean_Deadline
0,0,0.41447999999999996
1,1,1.61994
2,2,2.46576
3,3,3.85254
4,4,4.9716
5,5,6.28296
6,6,8.18544
7,7,9.65988
8,8,11.10546
9,9,12.91854
10,10,14.429580000000001
11,11,16.085340000000002
12,12,18.54324
13,13,20.989980000000003
14,14,22.58868
15,15,24.60144
16,16,26.53836
17,17,29.152740000000005
18,18,31.391700000000004
19,19,33.329040000000006
20,20,35.881260000000005
21,21,38.20962000000001
22,22,40.92996
23,23,43.51662000000001
24,24,46.426260000000006
25,25,48.904560000000004
26,26,0.09564923076923076
27,27,0.3738323076923077
28,28,0.5690215384615385
29,29,0.8890476923076923
30,30,1.1472923076923076
31,31,1.4499138461538463
32,32,1.8889476923076922
33,33,2.229203076923077
34,34,2.5627984615384616
35,35,2.9812015384615385
36,36,3.329903076923077
37,37,3.712001538461539
38,38,4.279209230769231
39,39,4.843841538461539
40,40,5.212772307692308
41,41,5.677255384615385
42,42,6.124236923076923
43,43,6.7275553846153855
44,44,7.244238461538463
45,45,7.691316923076925
46,46,8.28029076923077
47,47,8.817604615384617
48,48,9.445375384615385
49,49,10.042296923076925
50,50,10.713752307692308
51,51,11.285667692307694
52,52,0.11230875
53,53,0.3260475
54,54,0.48958875
55,55,0.68918625
56,56,0.99961875
57,57,1.29328875
58,58,1.53032625
59,59,1.79449875
60,60,2.12560875
61,61,2.44249875
62,62,2.75169375
63,63,3.1956075
64,64,3.56913
65,65,3.88609875
66,66,4.38510375
67,67,4.8173625
68,68,5.2076475
69,69,5.6714287500000005
70,70,6.110145
71,71,6.60942
72,72,7.02781875
73,73,32.45971545454545
74,74,32.678096363636364
75,75,32.97708454545455
76,76,33.26388181818182
77,77,33.60875363636364
78,78,33.91249545454546
79,79,34.30008454545455
80,80,34.65714727272728
81,81,34.99756818181819
82,82,35.43389636363637
83,83,35.807060909090914
84,84,36.278202727272735
85,85,36.72990454545456
86,86,37.16337727272728
87,87,37.588856363636374
88,88,37.741455454545466
89,89,38.00191545454547
90,90,38.21333363636365
91,91,38.498519090909106
92,92,38.747197272727284
93,93,39.022098181818194
94,94,39.377606363636374
95,95,39.674745454545466
96,96,39.9679490909091
97,97,40.31126636363638
98,98,40.61339636363638
99,99,40.93526090909092
100,100,41.3665081818182
101,101,41.79623363636365
102,102,42.11031727272729
103,103,42.48086363636366
104,104,42.8410681818182
105,105,43.29365363636365
106,106,43.695045454545465
107,107,44.05530727272728
108,108,44.49941636363638
109,109,44.9129990909091
110,110,45.38003363636365
111,111,45.828839090909106
112,112,46.32168727272729
113,113,46.75571636363638
114,114,0.0718776
115,115,0.2086704
116,116,0.3133368
117,117,0.4410792
118,118,0.639756
119,119,0.8277048
120,120,0.9794088000000001
121,121,1.1484792
122,122,1.3603896
123,123,1.5631992
124,124,1.7610839999999999
125,125,2.0451888
126,126,2.2842432
127,127,2.4871032
128,128,2.8064663999999997
129,129,3.083112
130,130,3.3328944000000003
131,131,3.6297144
132,132,3.9104928
133,133,4.2300288
134,134,4.4978039999999995
135,135,0.03552685714285714
136,136,0.138852
137,137,0.21135085714285715
138,138,0.3302177142857143
139,139,0.4261371428571428
140,140,0.5385394285714286
141,141,0.7016091428571428
142,142,0.8279897142857143
143,143,0.9518965714285715
144,144,1.1073034285714285
145,145,1.236821142857143
146,146,1.3787434285714288
147,147,1.5894205714285716
148,148,1.799141142857143
149,149,1.9361725714285716
150,150,2.1086948571428574
151,151,2.2747165714285718
152,152,2.498806285714286
153,153,2.6907171428571433
154,154,2.8567748571428577
155,155,3.075536571428572
156,156,3.275110285714286
157,157,3.508282285714286
158,158,3.7299960000000008
159,159,3.9793937142857145
160,160,4.191819428571429
161,161,0.049915
162,162,0.14490999999999998
163,163,0.217595
164,164,0.306305
165,165,0.444275
166,166,0.5747950000000001
167,167,0.680145
168,168,0.797555
169,169,0.944715
170,170,1.085555
171,171,1.222975
172,172,1.42027
173,173,1.58628
174,174,1.727155
175,175,1.9489349999999999
176,176,2.14105
177,177,2.3145100000000003
178,178,2.5206350000000004
179,179,2.71562
180,180,2.93752
181,181,3.123475
182,182,0.058714999999999996
183,183,0.133455
184,184,0.257455
185,185,0.37400500000000003
186,186,0.5260450000000001
187,187,0.6529500000000001
188,188,0.831095
189,189,0.9905850000000002
190,190,1.1399050000000002
191,191,1.3478350000000003
192,192,1.5171650000000003
193,193,1.7463700000000004
194,194,1.9636950000000004
195,195,2.169880000000001
196,196,2.3711800000000007
197,197,0.029605714285714284
198,198,0.11571000000000001
199,199,0.1761257142857143
200,200,0.2751814285714286
201,201,0.3551142857142857
202,202,0.44878285714285715
203,203,0.5846742857142857
204,204,0.6899914285714286
205,205,0.7932471428571429
206,206,0.9227528571428572
207,207,1.0306842857142857
208,208,1.1489528571428573
209,209,1.324517142857143
210,210,1.4992842857142858
211,211,1.613477142857143
212,212,1.7572457142857143
213,213,1.895597142857143
214,214,2.0823385714285716
215,215,2.242264285714286
216,216,2.380645714285715
217,217,2.5629471428571433
218,218,2.7292585714285718
219,219,2.9235685714285715
220,220,3.1083300000000005
221,221,3.3161614285714287
222,222,3.4931828571428576
223,223,0.04803954545454545
224,224,0.10919045454545455
225,225,0.210645
226,226,0.3060040909090909
227,227,0.4304004545454546
228,228,0.5342318181818183
229,229,0.6799868181818183
230,230,0.8104786363636365
231,231,0.9326495454545456
232,232,1.102774090909091
233,233,1.2413168181818184
234,234,1.4288481818181822
235,235,1.6066595454545458
236,236,1.7753563636363643
237,237,1.9400563636363644
238,238,0.03906391304347826
239,239,0.11340782608695651
240,240,0.1702917391304348
241,241,0.23971695652173913
242,242,0.34769347826086955
243,243,0.4498395652173913
244,244,0.5322873913043479
245,245,0.6241734782608696
246,246,0.7393421739130435
247,247,0.8495647826086956
248,248,0.9571108695652173
249,249,1.1115156521739131
250,250,1.2414365217391303
251,251,1.3516865217391305
252,252,1.5252534782608695
253,253,1.675604347826087
254,254,1.8113556521739131
255,255,1.9726708695652175
256,256,2.1252678260869566
257,257,2.2989286956521737
258,258,2.4444586956521737
259,259,0.179352
260,260,0.33006436363636366
261,261,0.4685661818181818
262,262,0.6138458181818182
263,263,0.7797141818181818
264,264,0.8757818181818182
265,265,0.9823385454545456
266,266,1.1211381818181818
267,267,1.2550614545454548
268,268,1.4122145454545456
269,269,1.5529156363636363
270,270,1.7271556363636362
271,271,1.8891850909090906
272,272,2.0445578181818176
273,273,2.238293454545454
274,274,2.4067636363636358
275,275,2.614424727272727
276,276,2.814309818181818
277,277,3.0069032727272726
278,278,3.196299272727273
279,279,0.03152526315789474
280,280,0.09152210526315789
281,281,0.1374284210526316
282,282,0.19345578947368422
283,283,0.2805947368421053
284,284,0.3630284210526316
285,285,0.4295652631578948
286,286,0.503718947368421
287,287,0.5966621052631579
288,288,0.6856136842105263
289,289,0.7724052631578947
290,290,0.8970126315789474
291,291,1.001861052631579
292,292,1.0908347368421052
293,293,1.2309063157894737
294,294,1.352242105263158
295,295,1.4617957894736842
296,296,1.5919800000000002
297,297,1.7151284210526316
298,298,1.8552757894736842
299,299,1.9727210526315788
300,300,0.05196688524590164
301,301,0.13588819672131144
302,302,0.20879999999999999
303,303,0.2878229508196721
304,304,0.3854095081967213
305,305,0.035228999999999996
306,306,0.080073
307,307,0.154473
308,308,0.22440300000000002
309,309,0.31562700000000005
310,310,0.39177000000000006
311,311,0.498657
312,312,0.5943510000000001
313,313,0.6839430000000001
314,314,0.8087010000000002
315,315,0.9102990000000002
316,316,1.0478220000000003
317,317,1.1782170000000003
318,318,1.3019280000000004
319,319,1.4227080000000005
320,320,0.019428749999999998
321,321,0.0759346875
322,322,0.1155825
323,323,0.1805878125
324,324,0.23304375
325,325,0.29451375
326,326,0.3836925
327,327,0.452806875
328,328,0.5205684375
329,329,0.6055565625
330,330,0.6763865625000001
331,331,0.7540003125000001
332,332,0.8692143750000001
333,333,0.9839053125000001
334,334,1.058844375
335,335,1.1531925
336,336,1.243985625
337,337,1.3665346875000002
338,338,1.4714859375000002
339,339,1.5622987500000003
340,340,1.6819340625000003
341,341,1.7910759375000003
342,342,1.9185918750000002
343,343,2.0398415625000004
344,344,2.1762309375
345,345,2.29240125
346,346,0.048029999999999996
347,347,0.12559363636363632
348,348,0.19298181818181817
349,349,0.26601818181818176
350,350,0.3562118181818182
351,351,0.062311304347826085
352,352,0.1148895652173913
353,353,0.17287043478260866
354,354,0.24726260869565217
355,355,0.04528542857142857
356,356,0.11841685714285712
357,357,0.1819542857142857
358,358,0.25081714285714285
359,359,0.3358568571428571
360,360,0.017033424657534244
361,361,0.06657287671232877
362,362,0.10133260273972604
363,363,0.15832356164383563
364,364,0.20431232876712327
365,365,0.2582038356164384
366,366,0.33638794520547943
367,367,0.3969813698630137
368,368,0.4563887671232877
369,369,0.5308989041095891
370,370,0.5929964383561644
371,371,0.6610413698630138
372,372,0.7620509589041097
373,373,0.8626019178082193
374,374,0.9283019178082192
375,375,1.011018082191781
376,376,1.0906175342465754
377,377,1.1980578082191782
378,378,1.2900698630136989
379,379,1.369686575342466
380,380,1.4745723287671235
381,381,1.5702583561643837
382,382,1.6820531506849317
383,383,1.7883542465753428
384,384,1.907928493150685
385,385,2.0097764383561647
386,386,0.024615616438356164
387,387,0.07146246575342466
388,388,0.10730712328767124
