,time,updated_Mean_Deadline
0,0,208.9191066666667
1,1,210.7544466666667
2,2,212.2537266666667
3,3,213.9206466666667
4,4,216.3785466666667
5,5,218.47680666666668
6,6,221.11602666666667
7,7,223.48752666666667
8,8,226.05132666666668
9,9,229.20624666666666
10,10,231.93312666666668
11,11,234.99864666666667
12,12,237.76212666666666
13,13,240.67032666666668
14,14,244.36950666666667
15,15,247.22064666666665
16,16,250.48584666666667
17,17,253.67520666666667
18,18,257.5420266666667
19,19,261.0334266666667
20,20,264.22320666666667
21,21,268.0278666666667
22,22,271.6086666666667
23,23,275.5814926190294
24,24,279.4205926190294
25,25,283.5826726190294
26,26,287.3134126190294
27,27,291.1804473649134
28,28,295.3425273649134
29,29,299.4561873649134
30,30,303.57006211079744
31,31,307.81612806316014
32,32,312.9421080631601
33,33,318.3082080631601
34,34,76.2297944476055
35,35,76.68864722854434
36,36,77.06348500948317
37,37,77.48023279042201
38,38,78.09472557136084
39,39,78.61930835229968
40,40,79.27914038964086
41,41,79.87203317057968
42,42,80.51300095151852
43,43,81.30174873245736
44,44,81.98348651339619
45,45,82.74988429433502
46,46,83.4407813316762
47,47,84.16785836901738
48,48,85.09267114995622
49,49,85.80547393089505
50,50,86.6218189065285
51,51,87.41918594386966
52,52,88.38591798121085
53,53,89.25878576214969
54,54,90.05624854308853
55,55,91.00743132402737
56,56,91.9026491049662
57,57,92.89589411848874
58,58,93.85569615582993
59,59,94.89623393676875
60,60,95.82896391240222
61,61,96.79568669334105
62,62,97.83625166897451
63,63,98.86468444991334
64,64,99.89312648725452
65,65,100.95468150077706
66,66,102.2361942817159
67,67,103.57773706265475
68,68,27.919911906116646
69,69,28.116563097947573
70,70,28.277207861207074
71,71,28.455814053038004
72,72,28.719176149294043
73,73,28.943997341124973
74,74,29.22678249998548
75,75,29.480893522420583
76,76,29.7555939999658
77,77,30.093647803011198
78,78,30.385857864755906
79,79,30.714329432265924
80,80,31.010459203460016
81,81,31.322063648034806
82,82,31.71844870977952
83,83,32.02400338385782
84,84,32.37389655717717
85,85,32.71566538524845
86,86,33.129983139178655
87,87,33.50409376356586
88,88,33.84587890250445
89,89,34.25354770554985
90,90,34.63724056547244
91,91,35.06295217415401
92,92,35.47433600222529
93,93,35.92029614116389
94,94,36.32007688550675
95,95,36.734423375822885
96,96,37.18041912016575
97,97,37.621199643038246
98,98,38.06200890229667
99,99,38.51701034158242
100,100,39.066257531798946
101,101,39.641247928269486
102,102,16.174467475322214
103,103,16.341319799129277
104,104,16.477621213845428
105,105,16.629162628561577
106,106,16.852618144002065
107,107,17.043372285990944
108,108,17.283307975762494
109,109,17.498914095233705
110,110,17.731990055404403
111,111,18.018820352363132
112,112,18.26674076225336
113,113,18.54544720056108
114,114,18.79673192944417
115,115,19.061120346488448
116,116,19.397431665469583
117,117,19.65670111447135
118,118,19.953603275460722
119,119,20.243627421849382
120,120,20.595166525619465
121,121,20.912612381432762
122,122,21.20261518337685
123,123,21.54851275306285
124,124,21.874059413657946
